loan_id,customer_id,loan_purpose,loan_type,loan_amount,interest_rate,tenure_months,emi_amount,disbursement_date,maturity_date,repayment_frequency,loan_status,num_payments_made,outstanding_balance,collateral_value,num_late_payments,penalty_charges,loan_officer_id,branch_code,insurance_taken
LOAN003758,CUST01214,Personal,Unsecured,319134.35,13.1,240,3761.66,2020-07-17,2040-04-03,Monthly,Closed,206,258001.22,348542.63,15,35710.65,LO187,BR29,False
LOAN003759,CUST03978,Home,Secured,207907.03,15.7,120,3443.95,2023-04-29,2033-03-07,Monthly,Closed,185,68030.97,230364.71,2,30013.01,LO131,BR34,True
LOAN003760,CUST00934,Vehicle,Unsecured,1044548.85,,180,14805.83,2021-08-13,2036-05-26,Quarterly,Under Review,129,757599.36,,,,LO143,BR14,False
LOAN003761,CUST09844,Medical,Secured,318741.22,17.01,36,11365.58,2018-03-30,2021-03-14,Bi-Annual,Closed,149,245413.08,467597.94,18,25730.04,LO172,BR39,False
LOAN003762,CUST08897,Travel,Secured,103361.67,17.74,24,5147.26,2021-10-05,2023-09-25,Monthly,Active,123,11615.41,133897.49,7,23726.86,LO127,BR42,True
LOAN003763,CUST02778,Business,Secured,936202.59,14.99,48,26050.47,2021-04-18,2025-03-28,Monthly,Closed,52,237117.12,1430305.91,0,9322.16,LO119,BR46,False
LOAN003764,CUST05796,Personal,Unsecured,101582.95,19.07,60,2639.03,2020-05-08,2025-04-12,Monthly,Under Review,145,9153.07,76104.84,5,42871.8,LO146,BR16,False
LOAN003765,CUST04621,Business,Unsecured,1862142.89,17.13,24,92184.92,2019-09-23,2021-09-12,Monthly,Closed,229,241582.29,2671987.93,19,16733.88,LO153,BR41,True
LOAN003766,CUST08805,Home,Unsecured,332611.15,10.44,84,5597.65,2020-01-28,2026-12-22,Monthly,Defaulted,26,319023.27,596498.64,7,14850.3,LO115,BR40,True
LOAN003767,CUST00759,Home,Secured,150928.04,21.05,24,7759.24,2022-09-14,2024-09-03,Monthly,Under Review,175,30844.89,161212.4,10,44958.83,LO182,BR15,True
LOAN003768,CUST04829,Personal,Unsecured,480998.33,7.6,120,5734.67,2018-02-11,2027-12-21,Monthly,Closed,210,97689.94,398342.32,17,35327.36,LO165,BR13,False
LOAN003769,CUST02203,Education,Secured,320291.2,16.31,120,5427.34,2019-10-11,2029-08-19,Quarterly,Active,100,258396.21,377725.74,13,25384.98,LO125,BR20,False
LOAN003770,CUST04440,Vehicle,Unsecured,114730.03,15.99,60,2789.4,2023-05-28,2028-05-01,Monthly,Closed,58,88648.0,213807.94,8,23535.54,LO188,BR13,False
LOAN003771,CUST07317,Vehicle,Unsecured,181147.26,13.39,180,2338.63,2024-04-13,2039-01-25,Monthly,Active,172,151780.41,346956.53,1,36458.4,LO160,BR23,False
LOAN003772,CUST05910,Vehicle,Unsecured,929498.2,13.9,24,44583.99,2021-01-27,2023-01-17,Quarterly,Active,106,14551.33,907680.96,1,1516.96,LO105,BR41,True
LOAN003773,CUST02151,Business,Secured,406294.41,18.55,180,6704.46,2022-05-13,2037-02-23,Bi-Annual,Under Review,214,329817.48,523292.09,9,38527.81,LO115,BR44,False
LOAN003774,CUST05023,Education,Unsecured,106947.05,17.69,240,1625.06,2020-01-17,2039-10-04,Monthly,Active,225,55333.27,78488.44,7,33503.15,LO143,BR37,False
LOAN003775,CUST06995,Education,Secured,629248.28,12.92,60,14291.58,2021-03-06,2026-02-08,Monthly,Active,104,314715.86,454179.39,8,48283.09,LO158,BR26,False
LOAN003776,CUST07922,Home,Unsecured,452210.45,9.82,60,9568.13,2018-08-16,2023-07-21,Monthly,Closed,69,333111.57,448563.53,9,38863.74,LO161,BR17,False
LOAN003777,CUST05802,Vehicle,Unsecured,63665.1,7.46,48,1538.16,2022-03-19,2026-02-26,Monthly,Active,205,31967.76,61967.55,11,13040.24,LO139,BR17,False
LOAN003778,CUST04571,Personal,Unsecured,677099.71,17.73,48,19794.4,2023-10-18,2027-09-27,Monthly,Active,64,344842.89,1112338.09,9,16923.85,LO139,BR44,False
LOAN003779,CUST07842,Education,Unsecured,819325.15,17.29,60,20490.32,2020-04-18,2025-03-23,Monthly,Active,92,691579.52,123405.06,18,20597.7,LO110,BR49,False
LOAN003780,CUST09210,Education,Secured,178130.28,10.91,60,3864.99,2023-01-26,2027-12-31,Monthly,Closed,227,30604.68,285111.63,3,37403.85,LO181,BR28,False
LOAN003781,CUST06375,Education,Unsecured,408752.21,21.27,60,11120.29,2021-10-07,2026-09-11,Monthly,Active,10,163248.28,331817.89,6,5755.31,LO153,BR38,False
LOAN003782,CUST03739,Education,Unsecured,1361221.07,16.59,48,38989.94,2020-11-26,2024-11-05,Monthly,Active,92,1080020.16,1772944.19,5,24516.07,LO154,BR27,False
LOAN003783,CUST03012,Education,Secured,145151.45,16.82,48,4174.85,2021-12-31,2025-12-10,Bi-Annual,Closed,175,107437.44,227005.26,13,32925.32,LO119,BR40,False
LOAN003784,CUST02524,Wedding,Unsecured,894664.01,15.23,120,14560.33,2023-11-22,2033-09-30,Monthly,Active,103,745459.89,1314657.51,18,21839.24,LO114,BR14,False
LOAN003785,CUST04018,Personal,Unsecured,788973.96,16.52,48,22570.42,2023-06-03,2027-05-13,Monthly,Active,90,762786.08,1090618.58,8,28031.66,LO136,BR39,True
LOAN003786,CUST02325,Personal,Secured,120701.15,21.99,60,3332.95,2018-08-11,2023-07-16,Monthly,Active,148,14063.25,209444.39,16,38844.73,LO189,BR46,False
LOAN003787,CUST05777,Home,Unsecured,79357.33,18.92,180,1330.86,2019-08-14,2034-05-27,Monthly,Closed,176,2564.88,5930.22,2,10689.34,LO141,BR46,True
LOAN003788,CUST05420,Medical,Secured,169059.72,13.05,84,3080.13,2020-05-25,2027-04-19,Monthly,Closed,72,9404.34,225349.5,6,9077.76,LO193,BR22,True
LOAN003789,CUST08002,Business,Secured,120547.61,9.52,12,10571.16,2018-03-16,2019-03-11,Monthly,Under Review,166,12110.05,173356.84,18,33516.96,LO172,BR43,False
LOAN003790,CUST02266,Personal,Secured,152359.75,18.18,48,4489.91,2023-04-14,2027-03-24,Monthly,Defaulted,107,30458.93,175471.0,4,28380.8,LO165,BR43,False
LOAN003791,CUST06620,Business,Unsecured,524432.96,20.13,180,9261.01,2018-09-24,2033-07-07,Quarterly,Active,235,96711.6,126987.86,6,4231.46,LO139,BR35,True
LOAN003792,CUST01493,Home,Unsecured,460097.96,14.6,84,8775.46,2018-06-26,2025-05-20,Monthly,Active,233,338099.93,368501.84,8,17857.56,LO186,BR42,True
LOAN003793,CUST06384,Personal,Secured,477081.66,,120,9477.53,2021-09-06,2031-07-16,Monthly,Active,117,103126.59,,,,LO183,BR26,False
LOAN003794,CUST09946,Education,Secured,209788.73,15.15,48,5854.54,2022-03-24,2026-03-03,Monthly,Active,220,72221.34,91409.12,18,36218.72,LO166,BR44,True
LOAN003795,CUST05370,Personal,Unsecured,2507478.41,9.86,36,80744.56,2021-06-06,2024-05-21,Monthly,Closed,190,1776593.88,4438370.75,15,48822.72,LO189,BR41,False
LOAN003796,CUST07317,Vehicle,Secured,1023239.05,13.1,48,27501.75,2018-06-19,2022-05-29,Monthly,Active,161,446876.81,1170115.21,3,605.3,LO180,BR44,False
LOAN003797,CUST01542,Wedding,Unsecured,338462.01,13.04,36,11410.64,2018-04-02,2021-03-17,Monthly,Active,207,35165.87,85119.89,4,47525.48,LO134,BR36,True
LOAN003798,CUST06688,Home,Secured,463904.31,9.2,12,40612.15,2022-08-18,2023-08-13,Bi-Annual,Active,235,327055.37,78442.63,15,11230.11,LO161,BR25,False
LOAN003799,CUST08642,Personal,Secured,338671.74,,24,16770.75,2023-01-18,2025-01-07,Monthly,Under Review,125,283713.89,,,,LO182,BR45,True
LOAN003800,CUST09298,Travel,Unsecured,332757.89,19.55,48,10046.33,2021-06-05,2025-05-15,Quarterly,Closed,56,321988.18,47030.54,12,18299.56,LO110,BR20,False
LOAN003801,CUST08855,Wedding,Unsecured,550814.87,9.74,84,9070.35,2019-03-11,2026-02-02,Bi-Annual,Active,189,501711.47,712338.03,4,12339.18,LO154,BR27,False
LOAN003802,CUST09653,Personal,Secured,262641.96,18.4,84,5581.91,2022-03-07,2029-01-29,Monthly,Active,70,110615.7,426347.52,4,10842.03,LO181,BR34,False
LOAN003803,CUST07056,Personal,Unsecured,171170.4,8.76,240,1513.74,2023-11-20,2043-08-07,Monthly,Under Review,229,92369.14,216662.66,11,11276.96,LO196,BR48,True
LOAN003804,CUST03074,Personal,Unsecured,347122.92,11.65,36,11471.51,2022-04-26,2025-04-10,Monthly,Active,73,286359.77,32427.16,12,41806.18,LO182,BR44,False
LOAN003805,CUST08898,Education,Secured,191409.73,17.96,12,17544.8,2023-07-22,2024-07-16,Monthly,Active,2,68668.59,27395.16,2,38965.82,LO173,BR38,True
LOAN003806,CUST06829,Home,Unsecured,216814.81,12.7,84,3909.01,2021-07-27,2028-06-20,Monthly,Active,215,102248.12,52803.24,5,11950.64,LO188,BR15,False
LOAN003807,CUST07285,Personal,Secured,86355.9,6.62,12,7456.98,2019-06-22,2020-06-16,Quarterly,Active,207,64135.52,154819.27,0,18950.1,LO128,BR50,False
LOAN003808,CUST08438,Education,Secured,377891.61,19.12,240,6159.72,2021-03-21,2040-12-06,Monthly,Active,34,62867.08,613400.86,9,20740.46,LO153,BR36,False
LOAN003809,CUST00180,Personal,Unsecured,348032.08,9.98,180,3735.71,2018-04-03,2033-01-14,Monthly,Active,139,104015.15,369925.13,9,22663.5,LO193,BR44,True
LOAN003810,CUST01901,Education,Unsecured,328829.9,19.76,12,30423.24,2024-01-08,2025-01-02,Monthly,Closed,218,313861.93,143916.34,2,21734.6,LO112,BR32,False
LOAN003811,CUST06328,Personal,Unsecured,205993.75,10.44,12,18152.31,2023-07-23,2024-07-17,Quarterly,Defaulted,226,12453.38,407810.68,0,4264.27,LO163,BR32,False
LOAN003812,CUST01090,Vehicle,Unsecured,354689.88,10.45,180,3909.75,2021-01-24,2035-11-07,Quarterly,Active,43,270197.92,333103.07,16,17980.8,LO186,BR14,True
LOAN003813,CUST06026,Business,Unsecured,333056.58,20.2,24,16983.74,2019-02-12,2021-02-01,Monthly,Under Review,148,219434.09,605009.11,19,9588.85,LO141,BR24,True
LOAN003814,CUST09652,Home,Unsecured,171886.63,11.92,24,8084.88,2021-07-18,2023-07-08,Monthly,Closed,182,61806.61,76443.25,19,22202.25,LO148,BR15,False
LOAN003815,CUST07275,Education,Unsecured,694570.9,16.83,12,63292.14,2022-02-23,2023-02-18,Monthly,Active,134,362171.68,914263.47,11,44583.94,LO170,BR20,False
LOAN003816,CUST02290,Home,Secured,81641.02,12.03,36,2712.82,2018-03-11,2021-02-23,Monthly,Active,161,12312.09,131022.71,15,15659.8,LO121,BR41,True
LOAN003817,CUST07148,Personal,Unsecured,583482.05,14.89,84,11223.33,2023-02-02,2029-12-27,Monthly,Active,196,457956.39,916585.75,12,19453.87,LO186,BR50,True
LOAN003818,CUST04758,Home,Secured,359030.39,18.45,48,10631.13,2021-09-21,2025-08-31,Monthly,Closed,187,209582.8,443680.76,7,17085.21,LO181,BR40,False
LOAN003819,CUST06847,Travel,Secured,476397.6,20.74,84,10792.27,2023-07-08,2030-06-01,Bi-Annual,Closed,14,459296.55,675405.31,2,15015.36,LO151,BR23,False
LOAN003820,CUST04283,Personal,Unsecured,207382.43,16.6,24,10213.64,2022-08-26,2024-08-15,Monthly,Active,64,109834.97,54723.66,10,20099.86,LO168,BR15,True
LOAN003821,CUST03439,Medical,Unsecured,182153.61,12.4,60,4088.82,2020-11-25,2025-10-30,Monthly,Closed,127,150830.83,75180.4,15,7217.51,LO198,BR31,False
LOAN003822,CUST08744,Travel,Unsecured,191415.0,12.61,24,9065.19,2021-06-08,2023-05-29,Monthly,Defaulted,190,28663.0,69009.2,4,40798.46,LO108,BR18,False
LOAN003823,CUST03544,Education,Unsecured,509734.01,8.92,36,16190.43,2024-06-25,2027-06-10,Quarterly,Active,125,74201.89,558165.67,0,3188.92,LO198,BR44,False
LOAN003824,CUST04761,Personal,Unsecured,322523.55,15.26,24,15677.96,2022-03-21,2024-03-10,Monthly,Defaulted,136,137722.14,342820.95,8,43564.47,LO133,BR15,False
LOAN003825,CUST09897,Wedding,Unsecured,136215.1,19.55,120,2591.92,2020-10-11,2030-08-20,Quarterly,Closed,182,102707.03,252134.04,4,38180.79,LO185,BR32,False
LOAN003826,CUST01547,Medical,Secured,262658.04,8.52,84,4162.22,2024-06-02,2031-04-27,Monthly,Active,93,191576.53,399028.09,5,14621.02,LO114,BR48,False
LOAN003827,CUST04519,Home,Secured,266780.77,10.55,36,8677.32,2020-01-19,2023-01-03,Quarterly,Active,151,219198.13,94576.54,7,19961.17,LO146,BR10,True
LOAN003828,CUST02572,Wedding,Secured,644861.2,6.8,84,9669.76,2019-01-28,2025-12-22,Monthly,Under Review,44,8208.24,216336.43,13,27755.06,LO142,BR27,False
LOAN003829,CUST00134,Home,Unsecured,80580.59,14.65,36,2779.56,2021-05-30,2024-05-14,Monthly,Active,232,30510.22,40858.13,12,10784.06,LO184,BR22,False
LOAN003830,CUST05508,Home,Unsecured,274473.03,7.4,120,3243.74,2024-03-22,2034-01-29,Monthly,Active,216,221365.62,548438.95,16,20541.95,LO103,BR35,False
LOAN003831,CUST08502,Vehicle,Secured,386543.64,15.48,48,10852.08,2019-05-07,2023-04-16,Monthly,Closed,198,339436.45,131236.36,2,43303.35,LO111,BR50,False
LOAN003832,CUST03405,Vehicle,Secured,98573.94,10.91,120,1352.84,2024-05-24,2034-04-02,Monthly,Defaulted,141,78086.65,74255.01,2,10950.54,LO181,BR16,False
LOAN003833,CUST09648,Medical,Unsecured,108696.99,18.94,48,3246.61,2022-06-03,2026-05-13,Bi-Annual,Closed,164,55622.61,68114.75,4,43085.08,LO137,BR18,True
LOAN003834,CUST04930,Education,Unsecured,224583.16,14.79,240,2922.5,2021-06-26,2041-03-13,Monthly,Defaulted,50,196442.13,1176.37,14,43684.43,LO142,BR47,True
LOAN003835,CUST04043,Personal,Secured,91453.33,13.96,60,2126.06,2019-11-12,2024-10-16,Monthly,Closed,151,62082.97,51722.86,14,48795.02,LO158,BR16,True
LOAN003836,CUST05281,Medical,Unsecured,181309.69,10.09,180,1958.36,2021-02-02,2035-11-16,Monthly,Defaulted,54,143213.72,76140.66,6,4889.37,LO101,BR30,False
LOAN003837,CUST06520,Business,Unsecured,163859.48,20.85,180,2981.28,2018-09-10,2033-06-23,Monthly,Closed,7,80936.64,320044.51,4,22639.38,LO101,BR17,False
LOAN003838,CUST01848,Personal,Unsecured,494768.53,21.26,120,9978.6,2021-03-03,2031-01-10,Quarterly,Closed,24,419033.26,719455.94,12,30549.57,LO136,BR34,False
LOAN003839,CUST04603,Medical,Unsecured,297668.92,18.19,48,8773.61,2020-03-11,2024-02-19,Monthly,Active,44,46821.19,480165.0,1,26856.18,LO186,BR23,True
LOAN003840,CUST08185,Personal,Secured,781394.23,11.25,240,8198.83,2022-06-29,2042-03-16,Monthly,Active,112,105430.11,1319426.35,18,19908.62,LO102,BR48,False
LOAN003841,CUST09816,Personal,Unsecured,387159.83,18.72,60,9983.59,2022-02-07,2027-01-12,Monthly,Active,110,33692.69,190833.13,14,20072.24,LO112,BR28,False
LOAN003842,CUST00854,Personal,Secured,716124.31,17.73,12,65562.29,2021-04-06,2022-04-01,Quarterly,Defaulted,24,370984.83,1293219.79,8,3842.51,LO162,BR31,True
LOAN003843,CUST08228,Personal,Secured,218538.59,9.78,48,5519.64,2021-08-17,2025-07-27,Quarterly,Defaulted,62,66213.56,237363.16,17,30422.52,LO124,BR15,False
LOAN003844,CUST02893,Education,Secured,966126.38,7.76,48,23477.28,2018-11-21,2022-10-31,Monthly,Active,2,306624.21,144143.25,14,8958.83,LO182,BR20,False
LOAN003845,CUST05394,Vehicle,Unsecured,94303.89,,60,1980.1,2018-11-02,2023-10-07,Monthly,Closed,184,9209.23,,,,LO129,BR44,False
LOAN003846,CUST04871,Home,Secured,44066.68,19.94,60,1166.03,2022-10-12,2027-09-16,Bi-Annual,Closed,151,17083.64,9241.86,5,12063.14,LO158,BR31,True
LOAN003847,CUST05700,Personal,Unsecured,197376.24,,48,4904.22,2018-07-26,2022-07-05,Monthly,Active,122,19818.98,,,,LO142,BR43,False
LOAN003848,CUST04820,Education,Secured,980888.18,18.78,180,16349.94,2018-07-26,2033-05-08,Monthly,Under Review,111,836696.72,1048540.16,11,6546.2,LO174,BR46,False
LOAN003849,CUST00366,Personal,Secured,549304.4,11.44,84,9532.99,2019-12-27,2026-11-20,Monthly,Closed,137,66399.55,706531.45,4,30062.18,LO111,BR14,False
LOAN003850,CUST05884,Personal,Unsecured,166019.37,17.71,36,5977.87,2019-07-20,2022-07-04,Monthly,Active,7,85262.24,39331.62,16,25013.73,LO113,BR22,True
LOAN003851,CUST03015,Education,Unsecured,9999999999.0,20.44,240,1594.57,2019-09-14,2039-06-01,Bi-Annual,Closed,210,71653.19,161582.57,11,28970.54,LO181,BR10,True
LOAN003852,CUST02215,Personal,Unsecured,47936.0,18.72,48,1426.22,2022-10-16,2026-09-25,Monthly,Closed,86,27019.68,71127.79,19,6533.6,LO121,BR42,False
LOAN003853,CUST05102,Business,Unsecured,224939.21,14.83,12,20284.59,2021-09-17,2022-09-12,Monthly,Active,1,24553.92,443601.82,16,27551.59,LO167,BR48,False
LOAN003854,CUST08729,Education,Secured,154520.51,6.58,48,3670.15,2022-09-25,2026-09-04,Monthly,Closed,9,60122.64,2555.35,14,28667.12,LO180,BR43,True
LOAN003855,CUST08019,Medical,Secured,407113.29,8.64,120,5078.16,2023-07-13,2033-05-21,Monthly,Closed,228,367356.44,474180.55,14,21174.2,LO153,BR15,False
LOAN003856,CUST08620,Personal,Unsecured,597839.07,18.64,48,17762.09,2019-10-05,2023-09-14,Monthly,Active,215,201604.8,579646.97,18,49456.62,LO189,BR41,False
LOAN003857,CUST03432,Business,Secured,249295.01,8.01,240,2086.76,2022-09-17,2042-06-04,Monthly,Active,47,136520.73,199716.81,3,15576.38,LO109,BR49,True
LOAN003858,CUST03711,Vehicle,Unsecured,111686.51,21.58,84,2587.47,2022-03-18,2029-02-09,Monthly,Active,74,70873.13,57235.88,16,7399.56,LO129,BR16,False
LOAN003859,CUST08788,Personal,Secured,327375.32,21.54,36,12424.84,2019-07-05,2022-06-19,Bi-Annual,Active,155,60292.77,87745.49,17,45530.46,LO115,BR17,False
LOAN003860,CUST07237,Business,Unsecured,734330.63,11.06,12,64921.91,2021-05-23,2022-05-18,Monthly,Active,200,706021.99,1432674.28,10,4757.84,LO197,BR30,False
LOAN003861,CUST05117,Home,Secured,322766.53,7.03,180,2906.53,2020-07-28,2035-05-11,Monthly,Active,76,227844.43,561658.95,12,10640.01,LO166,BR48,True
LOAN003862,CUST05982,Education,Unsecured,253704.17,18.08,36,9182.2,2021-02-12,2024-01-28,Quarterly,Active,37,146809.31,415276.42,7,49462.18,LO166,BR42,False
LOAN003863,CUST09116,Home,Secured,125515.25,9.46,240,1166.69,2019-02-03,2038-10-21,Monthly,Defaulted,155,29884.23,33058.38,6,20792.32,LO126,BR38,False
LOAN003864,CUST06823,Business,Secured,672928.61,17.87,84,14092.28,2023-03-14,2030-02-05,Monthly,Active,34,155452.06,1305765.35,14,5371.4,LO178,BR19,True
LOAN003865,CUST08445,Home,Secured,330735.24,11.69,240,3570.46,2024-02-03,2043-10-21,Monthly,Active,164,95941.2,259084.78,0,4832.41,LO143,BR26,True
LOAN003866,CUST06769,Personal,Unsecured,226695.81,12.28,48,6000.98,2018-09-24,2022-09-03,Bi-Annual,Closed,118,200015.74,218737.6,0,34820.86,LO142,BR43,False
LOAN003867,CUST01896,Vehicle,Secured,184518.06,15.81,48,5211.36,2021-05-22,2025-05-01,Quarterly,Active,37,134957.47,235665.58,3,39671.89,LO157,BR23,False
LOAN003868,CUST05724,Wedding,Secured,288917.55,9.04,12,25271.63,2023-11-12,2024-11-06,Monthly,Active,148,272390.42,181925.5,13,7527.77,LO104,BR28,False
LOAN003869,CUST03098,Wedding,Secured,74437.8,21.53,48,2326.29,2018-06-23,2022-06-02,Monthly,Active,132,69954.66,69166.87,0,1596.22,LO111,BR25,False
LOAN003870,CUST08833,Medical,Secured,51860.34,7.17,48,1245.95,2024-01-10,2027-12-20,Monthly,Active,231,33471.85,56375.94,16,47376.7,LO153,BR13,False
LOAN003871,CUST08459,Personal,Unsecured,150609.95,21.19,12,14037.6,2022-05-14,2023-05-09,Monthly,Active,211,117310.73,47675.93,0,45422.91,LO103,BR50,True
LOAN003872,CUST06657,Home,Unsecured,492895.79,11.13,48,12770.29,2022-01-16,2025-12-26,Monthly,Closed,40,396543.31,272356.97,3,26081.14,LO112,BR36,True
LOAN003873,CUST02901,Personal,Secured,139599.19,16.83,24,6890.7,2024-04-06,2026-03-27,Monthly,Closed,100,81380.93,26412.47,11,23622.68,LO154,BR40,False
LOAN003874,CUST01729,Medical,Secured,251312.69,,24,13033.92,2022-04-14,2024-04-03,Monthly,Closed,53,31824.34,,,,LO111,BR28,True
LOAN003875,CUST06328,Wedding,Unsecured,331479.29,10.17,36,10722.38,2019-02-28,2022-02-12,Monthly,Active,75,30587.44,314395.01,3,38609.15,LO184,BR14,False
LOAN003876,CUST09178,Vehicle,Unsecured,204740.79,13.87,12,18370.56,2021-05-08,2022-05-03,Bi-Annual,Active,129,58016.09,234949.03,10,46460.72,LO178,BR35,True
LOAN003877,CUST00099,Business,Unsecured,40491.49,6.86,240,310.54,2022-07-27,2042-04-13,Monthly,Active,66,13651.88,70014.67,8,8947.28,LO179,BR41,False
LOAN003878,CUST05460,Business,Unsecured,397588.48,9.83,60,8414.36,2019-09-15,2024-08-19,Monthly,Closed,60,244880.14,129909.25,7,8837.06,LO195,BR17,False
LOAN003879,CUST08067,Wedding,Secured,1979628.71,8.65,12,172800.32,2019-04-23,2020-04-17,Monthly,Closed,155,573061.64,323462.92,7,20403.34,LO191,BR18,True
LOAN003880,CUST09817,Business,Unsecured,98608.14,18.19,24,4931.98,2018-11-12,2020-11-01,Monthly,Closed,18,22187.49,23756.45,11,8760.22,LO192,BR25,False
LOAN003881,CUST01816,Personal,Secured,578660.69,17.23,48,16766.22,2020-06-29,2024-06-08,Monthly,Defaulted,17,143800.51,185182.52,9,9535.92,LO147,BR47,True
LOAN003882,CUST09030,Personal,Secured,50839.34,14.08,12,4566.63,2022-04-12,2023-04-07,Monthly,Active,220,4228.15,5764.88,6,22011.21,LO173,BR43,False
LOAN003883,CUST08770,Education,Unsecured,645793.87,6.53,48,15323.91,2024-01-14,2027-12-24,Monthly,Closed,4,289341.9,917172.73,1,29293.56,LO138,BR45,False
LOAN003884,CUST01396,Home,Secured,48433.16,9.69,36,1555.76,2023-03-17,2026-03-01,Monthly,Closed,127,12626.57,86693.82,16,19713.42,LO121,BR49,False
LOAN003885,CUST00739,Personal,Unsecured,298976.76,16.98,12,27265.26,2022-01-24,2023-01-19,Quarterly,Active,24,44357.3,506638.45,18,12674.44,LO144,BR16,True
LOAN003886,CUST00626,Vehicle,Secured,277450.87,6.71,84,4148.25,2023-05-16,2030-04-09,Monthly,Active,194,220938.06,468054.24,17,3764.82,LO188,BR23,False
LOAN003887,CUST07922,Personal,Unsecured,9999999999.0,15.53,240,7558.75,2021-02-01,2040-10-19,Monthly,Closed,120,355149.98,314330.12,1,36565.01,LO131,BR48,False
LOAN003888,CUST02021,Business,Secured,633540.69,8.99,240,5696.06,2019-01-05,2038-09-22,Monthly,Closed,68,222137.28,87933.74,16,32134.95,LO141,BR50,False
LOAN003889,CUST03727,Medical,Unsecured,213217.13,15.52,84,4176.85,2019-11-30,2026-10-24,Monthly,Closed,54,93613.82,364541.45,3,33551.7,LO196,BR47,True
LOAN003890,CUST08424,Home,Unsecured,160620.27,18.76,84,3447.82,2019-12-13,2026-11-06,Monthly,Under Review,71,45311.82,268004.42,3,19632.74,LO117,BR41,True
LOAN003891,CUST01058,Education,Unsecured,174990.53,20.05,240,2979.65,2023-09-13,2043-05-31,Monthly,Under Review,194,173359.81,35396.84,17,44051.16,LO146,BR49,False
LOAN003892,CUST07334,Business,Unsecured,212199.12,13.2,180,2712.82,2023-04-24,2038-02-04,Monthly,Closed,213,51103.54,164209.72,15,6762.54,LO130,BR34,False
LOAN003893,CUST04476,Travel,Secured,318870.3,15.85,48,9012.4,2022-10-22,2026-10-01,Bi-Annual,Under Review,18,186645.5,222656.27,17,39333.77,LO157,BR43,True
LOAN003894,CUST00320,Travel,Secured,329331.52,14.76,180,4555.27,2023-06-13,2038-03-26,Quarterly,Defaulted,234,318123.17,65084.41,4,6275.74,LO101,BR44,False
LOAN003895,CUST01237,Home,Unsecured,171777.55,14.87,12,15493.82,2018-02-18,2019-02-13,Bi-Annual,Active,176,122047.56,330225.7,15,9582.46,LO178,BR40,False
LOAN003896,CUST00068,Home,Secured,400410.81,12.49,24,18940.48,2020-10-23,2022-10-13,Monthly,Closed,234,365208.1,621062.1,13,45116.85,LO138,BR42,True
LOAN003897,CUST05653,Travel,Unsecured,456571.73,18.73,120,8442.52,2020-12-29,2030-11-07,Monthly,Active,147,159806.47,549277.86,9,21391.8,LO119,BR49,True
LOAN003898,CUST01311,Home,Secured,1861832.74,11.74,240,20163.91,2021-06-16,2041-03-03,Monthly,Closed,54,670905.59,1360562.66,8,34691.51,LO103,BR48,True
LOAN003899,CUST07284,Vehicle,Unsecured,755503.69,15.68,120,12505.43,2023-04-27,2033-03-05,Quarterly,Active,211,459392.3,1468317.98,9,32996.27,LO190,BR41,False
LOAN003900,CUST03786,Personal,Unsecured,402533.46,13.56,120,6143.94,2018-10-18,2028-08-26,Monthly,Active,20,133989.02,284221.63,2,19303.63,LO149,BR21,True
LOAN003901,CUST05714,Education,Secured,221274.85,11.82,24,10397.59,2024-01-16,2026-01-05,Monthly,Under Review,171,124684.66,250290.39,18,49160.17,LO145,BR27,True
LOAN003902,CUST08308,Education,Secured,63959.39,,84,1134.54,2022-05-05,2029-03-29,Monthly,Active,155,63529.58,,,,LO179,BR22,False
LOAN003903,CUST08057,Personal,Unsecured,69325.97,13.22,180,887.2,2024-05-02,2039-02-13,Monthly,Closed,121,57217.39,16028.39,2,28287.07,LO174,BR41,False
LOAN003904,CUST05778,Personal,Secured,486782.98,12.82,12,43437.03,2021-04-29,2022-04-24,Bi-Annual,Active,210,321625.26,656758.29,19,24516.19,LO175,BR18,False
LOAN003905,CUST09339,Business,Unsecured,272349.15,17.49,120,4818.26,2018-09-18,2028-07-27,Monthly,Active,114,15332.28,100541.45,13,4405.31,LO141,BR29,False
LOAN003906,CUST06970,Personal,Unsecured,121053.98,15.25,36,4211.21,2020-07-20,2023-07-05,Monthly,Active,102,74420.66,203345.27,19,13181.31,LO183,BR50,True
LOAN003907,CUST07618,Travel,Unsecured,234559.84,14.42,84,4450.26,2018-08-01,2025-06-25,Monthly,Closed,21,36113.25,122725.27,10,16527.48,LO184,BR23,False
LOAN003908,CUST07537,Vehicle,Unsecured,173743.42,9.16,60,3620.13,2020-11-06,2025-10-11,Monthly,Closed,189,83988.6,236176.23,3,29867.68,LO135,BR37,True
LOAN003909,CUST04456,Personal,Unsecured,241173.11,13.81,36,8220.49,2018-05-31,2021-05-15,Monthly,Closed,128,4845.18,54636.14,6,10130.8,LO135,BR39,False
LOAN003910,CUST03451,Personal,Unsecured,123543.73,14.0,180,1645.28,2024-01-21,2038-11-03,Monthly,Active,122,38727.29,132884.28,17,25722.12,LO100,BR31,True
LOAN003911,CUST06444,Travel,Unsecured,443244.98,17.47,180,6969.74,2018-08-03,2033-05-16,Monthly,Active,25,427035.19,139857.68,1,44228.82,LO170,BR18,False
