loan_id,customer_id,loan_purpose,loan_type,loan_amount,interest_rate,tenure_months,emi_amount,disbursement_date,maturity_date,repayment_frequency,loan_status,num_payments_made,outstanding_balance,collateral_value,num_late_payments,penalty_charges,loan_officer_id,branch_code,insurance_taken,loan_duration_years,total_repayment,total_interest_paid,default_flag,ltv_ratio,risk_category
LOAN006035,CUST00968,Medical,Unsecured,201057.56,11.68,84,3514.9,2023-06-10,2030-05-04,Monthly,Active,217,193006.75,129423.64,16.0,208.99,LO193,BR21,False,7.0,295251.6,94194.04,False,1.5535,Medium
LOAN006036,CUST02704,Medical,Secured,1220384.02,13.12,24,44057.942500000005,2020-11-28,2022-11-18,Monthly,Closed,47,813103.9975,662241.26,0.0,14826.88,LO124,BR15,False,2.0,1057390.62,-162993.4,False,1.8428,Low
LOAN006037,CUST04693,Vehicle,Secured,483527.04,8.96,48,12023.41,2021-03-19,2025-02-26,Monthly,Active,236,341500.33,197674.3,6.0,6213.26,LO109,BR38,True,4.0,577123.68,93596.64,False,2.4461,Medium
LOAN006038,CUST03904,Personal,Unsecured,99272.33,15.92,84,1967.23,2023-10-15,2030-09-08,Monthly,Defaulted,33,90656.36,69860.94,3.0,32618.46,LO127,BR38,True,7.0,165247.32,65974.99,True,1.421,High
LOAN006039,CUST07432,Wedding,Secured,179709.57,8.85,36,5702.18,2023-06-14,2026-05-29,Bi-Annual,Active,215,123466.99,235322.81,14.0,33852.71,LO145,BR21,True,3.0,205278.48,25568.91,False,0.7637,Medium
LOAN006040,CUST09989,Wedding,Unsecured,100312.3,17.09,180,1550.21,2018-04-04,2033-01-15,Monthly,Defaulted,34,81477.35,67124.59,12.0,24062.79,LO116,BR13,False,15.0,279037.8,178725.5,True,1.4944,High
LOAN006041,CUST02189,Home,Unsecured,80328.37,15.24,84,1560.91,2020-06-22,2027-05-17,Bi-Annual,Closed,192,66053.2,28514.36,3.0,11669.78,LO108,BR39,False,7.0,131116.44,50788.07,False,2.8171,Low
LOAN006042,CUST08453,Home,Secured,577466.21,19.46,12,44057.942500000005,2024-03-24,2025-03-19,Bi-Annual,Closed,13,572820.77,467613.67,10.0,6829.16,LO138,BR28,False,1.0,528695.31,-48770.9,False,1.2349,Medium
LOAN006043,CUST09185,Wedding,Secured,230438.77,12.67,24,10919.79,2018-12-18,2020-12-07,Bi-Annual,Defaulted,86,6356.16,91673.29,7.0,15865.71,LO192,BR29,True,2.0,262074.96,31636.19,True,2.5137,High
LOAN006044,CUST02832,Wedding,Secured,773841.51,20.54,60,20735.27,2023-07-29,2028-07-02,Monthly,Defaulted,78,113203.06,40561.94,0.0,5239.11,LO164,BR40,False,5.0,1244116.2,470274.69,True,19.078,High
LOAN006045,CUST04372,Travel,Unsecured,132301.01,16.62,240,1902.45,2019-02-04,2038-10-22,Monthly,Closed,207,119467.31,128802.03,1.0,47169.21,LO142,BR18,True,20.0,456588.0,324286.99,False,1.0272,Low
LOAN006046,CUST08618,Home,Unsecured,652157.9,6.51,12,44057.942500000005,2023-06-05,2024-05-30,Monthly,Active,231,616698.25,722525.22,2.0,25301.32,LO184,BR18,True,1.0,528695.31,-123462.59,False,0.9026,Low
LOAN006047,CUST04070,Vehicle,Unsecured,273632.57,13.28,36,9256.71,2021-01-01,2023-12-17,Quarterly,Active,120,55634.71,200599.7,6.0,12561.26,LO161,BR40,False,3.0,333241.56,59608.99,False,1.3641,Medium
LOAN006048,CUST01820,Home,Secured,259515.4,21.49,24,13397.91,2023-06-04,2025-05-24,Monthly,Closed,181,15079.82,93178.31,16.0,25329.68,LO143,BR37,False,2.0,321549.84,62034.44,False,2.7851,Medium
LOAN006049,CUST03445,Personal,Unsecured,600380.34,14.08,180,11166.01,2021-04-06,2036-01-18,Monthly,Closed,11,380593.45,228302.64500000002,9.0,25383.190000000002,LO109,BR26,False,15.0,2009881.8,1409501.46,False,2.6298,Medium
LOAN006050,CUST07520,Wedding,Secured,335806.78,15.36,36,11700.14,2018-04-02,2021-03-17,Quarterly,Defaulted,81,296790.0,364688.67,0.0,1230.2,LO157,BR25,False,3.0,421205.04,85398.26,True,0.9208,High
LOAN006051,CUST06075,Medical,Secured,326992.68,16.76,48,9394.83,2023-04-27,2027-04-06,Bi-Annual,Closed,4,149026.38,208154.03,12.0,37962.64,LO134,BR46,False,4.0,450951.84,123959.16,False,1.5709,Medium
LOAN006052,CUST09663,Home,Unsecured,458307.37,10.17,24,21184.54,2020-01-18,2022-01-07,Monthly,Active,204,389796.14,463350.24,6.0,2126.85,LO130,BR14,False,2.0,508428.96,50121.59,False,0.9891,Medium
LOAN006053,CUST09346,Personal,Secured,38428.41,11.48,84,667.73,2020-09-25,2027-08-20,Monthly,Closed,2,29359.88,74599.45,18.0,35148.48,LO198,BR17,False,7.0,56089.32,17660.91,False,0.5151,Medium
LOAN006054,CUST05725,Home,Unsecured,438796.07,12.63,120,6456.29,2019-08-07,2029-06-15,Monthly,Active,42,314515.34,169338.83,15.0,9516.16,LO108,BR40,True,10.0,774754.8,335958.73,False,2.5912,Medium
LOAN006055,CUST01662,Home,Secured,175073.97,12.91,240,2039.91,2023-11-25,2043-08-12,Bi-Annual,Active,166,107735.56,293162.97,18.0,14856.66,LO177,BR21,False,20.0,489578.4,314504.43,False,0.5972,Medium
LOAN006056,CUST07892,Home,Secured,107909.9,17.46,12,9865.47,2022-02-24,2023-02-19,Monthly,Under Review,102,21298.35,137895.6,8.0,24049.76,LO123,BR20,True,1.0,118385.64,10475.74,False,0.7825,Medium
LOAN006057,CUST02033,Home,Unsecured,167575.86,7.68,24,7554.57,2020-04-10,2022-03-31,Monthly,Under Review,166,132848.62,234391.91,2.0,2551.96,LO180,BR45,False,2.0,181309.68,13733.82,False,0.7149,Low
LOAN006058,CUST01897,Education,Unsecured,144404.48,7.21,24,6479.12,2020-08-19,2022-08-09,Monthly,Under Review,43,126694.48,76577.91,1.0,46813.46,LO152,BR24,False,2.0,155498.88,11094.4,False,1.8857,Low
LOAN006059,CUST08833,Travel,Unsecured,943708.37,14.57,60,22238.31,2023-06-04,2028-05-08,Monthly,Active,175,796283.35,157606.64,2.0,4161.26,LO116,BR38,True,5.0,1334298.6,390590.23,False,5.9877,Low
LOAN006060,CUST07379,Personal,Unsecured,135039.82,14.08,36,4712.34,2020-10-14,2023-09-29,Quarterly,Active,205,44543.91,228302.64500000002,9.0,25383.190000000002,LO110,BR30,True,3.0,169644.24,34604.42,False,0.5915,Medium
LOAN006061,CUST03944,Medical,Unsecured,408965.3,12.51,84,7331.37,2022-06-13,2029-05-07,Monthly,Under Review,52,222738.5,274554.88,17.0,22087.97,LO175,BR17,False,7.0,615835.08,206869.78,False,1.4896,Medium
LOAN006062,CUST09154,Home,Secured,422233.33,18.08,120,7629.78,2019-08-23,2029-07-01,Quarterly,Closed,200,41945.75,50631.43,10.0,39396.06,LO157,BR47,False,10.0,915573.6,493340.27,False,8.3394,Medium
LOAN006063,CUST07657,Personal,Secured,193157.88,9.11,48,4816.84,2020-03-25,2024-03-04,Bi-Annual,Active,47,138389.19,283999.51,9.0,32802.36,LO199,BR44,True,4.0,231208.32,38050.44,False,0.6801,Medium
LOAN006064,CUST06073,Personal,Unsecured,157623.05,21.86,84,3678.85,2018-04-12,2025-03-06,Monthly,Closed,97,138077.17,314086.86,11.0,10210.22,LO188,BR18,False,7.0,309023.4,151400.35,False,0.5018,Medium
LOAN006065,CUST06500,Travel,Unsecured,261511.29,11.93,48,6877.61,2021-09-16,2025-08-26,Quarterly,Defaulted,148,185402.1,180262.27,12.0,18254.96,LO131,BR50,False,4.0,330125.28,68613.99,True,1.4507,High
LOAN006066,CUST01021,Home,Unsecured,135270.33,14.08,240,1455.63,2022-12-27,2042-09-13,Monthly,Closed,170,31627.88,228302.64500000002,9.0,25383.190000000002,LO113,BR50,False,20.0,349351.2,214080.87,False,0.5925,Medium
LOAN006067,CUST05641,Business,Unsecured,143515.9,12.6,120,2109.12,2022-07-02,2032-05-10,Monthly,Active,171,19033.25,254557.28,9.0,33622.49,LO138,BR42,True,10.0,253094.4,109578.5,False,0.5638,Medium
LOAN006068,CUST07715,Business,Unsecured,608629.83,19.47,120,11549.04,2019-09-11,2029-07-20,Monthly,Active,119,378989.71,366447.29,16.0,35375.5,LO146,BR38,False,10.0,1385884.8,777254.97,False,1.6609,Medium
LOAN006069,CUST00873,Personal,Secured,1082679.94,9.92,12,44057.942500000005,2018-07-25,2019-07-20,Bi-Annual,Closed,160,813103.9975,87971.69,12.0,40454.95,LO157,BR10,False,1.0,528695.31,-553984.63,False,12.3071,Medium
LOAN006070,CUST05805,Education,Unsecured,271198.22,13.57,48,7352.53,2023-03-08,2027-02-15,Monthly,Active,67,183410.49,541490.96,2.0,22220.09,LO123,BR26,True,4.0,352921.44,81723.22,False,0.5008,Low
LOAN006071,CUST03633,Education,Unsecured,91281.25,10.62,84,1544.78,2019-11-14,2026-10-08,Monthly,Active,114,34010.58,134984.96,7.0,42730.39,LO154,BR43,False,7.0,129761.52,38480.27,False,0.6762,Medium
LOAN006072,CUST07464,Personal,Secured,702173.2,7.16,180,6374.31,2022-04-30,2037-02-10,Quarterly,Active,30,197924.0,810961.8,13.0,39302.67,LO183,BR30,False,15.0,1147375.8,445202.6,False,0.8659,Medium
LOAN006073,CUST09594,Personal,Unsecured,404091.85,12.19,240,4503.04,2022-07-23,2042-04-09,Monthly,Closed,53,380735.74,255384.63,8.0,34117.14,LO147,BR48,True,20.0,1080729.6,676637.75,False,1.5823,Medium
LOAN006074,CUST02056,Business,Secured,630690.53,7.68,36,19670.58,2020-09-20,2023-09-05,Quarterly,Active,34,103424.03,628971.32,8.0,8625.63,LO138,BR32,True,3.0,708140.88,77450.35,False,1.0027,Medium
LOAN006075,CUST07311,Education,Unsecured,194875.46,21.54,48,6091.2,2019-05-16,2023-04-25,Monthly,Active,144,68808.85,195826.86,7.0,613.39,LO123,BR48,False,4.0,292377.6,97502.14,False,0.9951,Medium
LOAN006076,CUST07538,Education,Unsecured,610928.57,8.68,12,44057.942500000005,2023-12-24,2024-12-18,Monthly,Under Review,82,136877.48,821200.69,6.0,28279.06,LO141,BR22,True,1.0,528695.31,-82233.26,False,0.7439,Medium
LOAN006077,CUST06698,Travel,Secured,212094.66,21.76,180,4003.6,2022-02-06,2036-11-19,Bi-Annual,Active,186,71098.02,275971.34,0.0,3611.45,LO165,BR43,False,15.0,720648.0,508553.34,False,0.7685,Low
LOAN006078,CUST07255,Business,Unsecured,132894.6,13.63,12,11909.1,2023-08-13,2024-08-07,Quarterly,Closed,220,104211.97,249461.55,7.0,32332.47,LO184,BR46,True,1.0,142909.2,10014.6,False,0.5327,Medium
LOAN006079,CUST08804,Personal,Secured,105641.68,9.07,60,2196.54,2021-10-22,2026-09-26,Monthly,Closed,112,4969.53,149646.28,8.0,3613.54,LO154,BR41,True,5.0,131792.4,26150.72,False,0.7059,Medium
LOAN006080,CUST09331,Business,Unsecured,264506.67,10.62,240,2662.14,2019-12-11,2039-08-28,Monthly,Active,42,24260.83,413681.39,2.0,23349.8,LO194,BR45,False,20.0,638913.6,374406.93,False,0.6394,Low
LOAN006081,CUST09573,Home,Unsecured,1252658.2,14.08,60,28182.23,2019-02-19,2024-01-24,Quarterly,Active,224,589657.32,228302.64500000002,9.0,25383.190000000002,LO150,BR40,True,5.0,1690933.8,438275.6,False,5.4868,Medium
LOAN006082,CUST09228,Personal,Secured,483549.34,17.02,120,8410.1,2023-11-05,2033-09-13,Bi-Annual,Closed,102,341659.3,392012.99,12.0,15080.09,LO100,BR19,False,10.0,1009212.0,525662.66,False,1.2335,Medium
LOAN006083,CUST07352,Home,Unsecured,144960.78,17.56,120,2571.06,2022-11-19,2032-09-27,Bi-Annual,Active,161,57800.48,251537.3,13.0,40617.36,LO115,BR34,True,10.0,308527.2,163566.42,False,0.5763,Medium
LOAN006084,CUST00952,Education,Unsecured,222738.22,9.88,60,4719.39,2019-08-05,2024-07-09,Monthly,Closed,127,187205.1,438330.38,18.0,17547.34,LO172,BR16,False,5.0,283163.4,60425.18,False,0.5082,Medium
LOAN006085,CUST09178,Personal,Secured,967331.94,9.56,36,31013.63,2022-02-22,2025-02-06,Quarterly,Closed,194,4816.15,115795.04,7.0,43221.24,LO187,BR48,True,3.0,1116490.68,149158.74,False,8.3538,Medium
LOAN006086,CUST02106,Vehicle,Secured,396264.67,20.66,240,6937.7,2020-06-27,2040-03-14,Bi-Annual,Active,214,140865.18,676438.73,4.0,18204.72,LO193,BR37,True,20.0,1665048.0,1268783.33,False,0.5858,Low
LOAN006087,CUST05301,Wedding,Secured,392329.32,13.51,36,13315.71,2022-01-06,2024-12-21,Quarterly,Active,64,69668.79,708682.47,17.0,18983.46,LO133,BR47,False,3.0,479365.56,87036.24,False,0.5536,Medium
LOAN006088,CUST08370,Vehicle,Unsecured,230600.05,12.06,120,3316.44,2022-05-17,2032-03-25,Monthly,Active,124,225128.91,343337.84,5.0,10114.81,LO151,BR40,False,10.0,397972.8,167372.75,False,0.6716,Low
LOAN006089,CUST09436,Education,Unsecured,137240.6,16.2,180,2034.82,2020-05-25,2035-03-08,Monthly,Defaulted,45,125826.28,63266.15,10.0,20493.68,LO188,BR14,True,15.0,366267.6,229027.0,True,2.1693,High
LOAN006090,CUST06028,Business,Unsecured,1385075.8175,15.01,84,32218.6,2020-12-16,2027-11-10,Quarterly,Active,147,813103.9975,1577418.3025,10.0,44052.54,LO113,BR35,True,7.0,2706362.4,1321286.58,False,0.8781,Medium
LOAN006091,CUST05576,Personal,Secured,171821.46,20.36,120,3361.66,2024-01-11,2033-11-19,Quarterly,Closed,220,129190.16,227667.31,16.0,12881.26,LO115,BR43,False,10.0,403399.2,231577.74,False,0.7547,Medium
LOAN006092,CUST09470,Home,Unsecured,819722.98,14.08,240,7354.19,2023-07-09,2043-03-26,Monthly,Active,239,61850.73,228302.64500000002,9.0,25383.190000000002,LO154,BR38,True,20.0,1765005.6,945282.62,False,3.5905,Medium
LOAN006093,CUST08417,Vehicle,Unsecured,257014.5,13.5,24,12279.39,2021-02-28,2023-02-18,Monthly,Defaulted,147,223800.31,183789.17,1.0,35362.9,LO100,BR41,True,2.0,294705.36,37690.86,True,1.3984,High
LOAN006094,CUST02510,Personal,Secured,83805.95,9.59,120,1088.56,2020-02-01,2029-12-10,Quarterly,Active,175,3088.64,150295.97,18.0,43437.69,LO168,BR32,False,10.0,130627.2,46821.25,False,0.5576,Medium
LOAN006095,CUST07483,Home,Unsecured,391266.1,8.15,36,12287.95,2019-07-02,2022-06-16,Monthly,Active,136,219589.26,557249.96,9.0,45407.03,LO114,BR26,False,3.0,442366.2,51100.1,False,0.7021,Medium
LOAN006096,CUST06050,Home,Unsecured,1091859.71,10.97,36,35730.58,2020-11-07,2023-10-23,Monthly,Closed,69,813103.9975,1150990.92,3.0,35035.97,LO102,BR17,False,3.0,1286300.88,194441.17,False,0.9486,Low
LOAN006097,CUST03272,Home,Secured,213703.99,7.55,12,18545.34,2020-04-14,2021-04-09,Bi-Annual,Defaulted,143,8636.32,91838.48,7.0,35703.7,LO162,BR15,False,1.0,222544.08,8840.09,True,2.327,High
LOAN006098,CUST03530,Personal,Unsecured,184013.69,15.84,48,5199.93,2021-04-11,2025-03-21,Bi-Annual,Active,89,33333.86,69023.79,3.0,25240.16,LO138,BR43,False,4.0,249596.64,65582.95,False,2.6659,Low
LOAN006099,CUST09492,Wedding,Secured,283910.81,19.7,60,7474.59,2018-08-23,2023-07-28,Monthly,Active,60,258523.54,501493.76,4.0,29142.33,LO185,BR28,False,5.0,448475.4,164564.59,False,0.5661,Low
LOAN006100,CUST03263,Business,Secured,100982.79,11.18,240,1054.73,2020-04-02,2039-12-19,Quarterly,Defaulted,107,51106.08,69704.29,15.0,44180.9,LO143,BR41,False,20.0,253135.2,152152.41,True,1.4487,High
LOAN006101,CUST05180,Education,Unsecured,169192.31,16.31,36,5974.23,2020-11-06,2023-10-22,Monthly,Active,133,39307.76,318476.6,19.0,20108.36,LO120,BR35,True,3.0,215072.28,45879.97,False,0.5313,Medium
LOAN006102,CUST05221,Wedding,Secured,843251.15,8.51,60,17304.65,2019-08-07,2024-07-11,Monthly,Under Review,179,299274.87,304788.18,10.0,19259.28,LO145,BR20,True,5.0,1038279.0,195027.85,False,2.7667,Medium
LOAN006103,CUST02881,Personal,Secured,208292.24,10.14,120,2768.77,2022-05-01,2032-03-09,Monthly,Closed,47,127416.57,7586.67,16.0,17921.89,LO138,BR47,True,10.0,332252.4,123960.16,False,27.455,Medium
LOAN006104,CUST03678,Medical,Unsecured,90444.45,16.98,84,1847.26,2019-10-03,2026-08-27,Quarterly,Closed,147,86406.61,80225.66,16.0,37554.25,LO181,BR38,True,7.0,155169.84,64725.39,False,1.1274,Medium
LOAN006105,CUST00089,Wedding,Secured,208541.52,20.75,12,19393.07,2022-08-04,2023-07-30,Monthly,Closed,61,37252.73,140642.94,7.0,47994.35,LO169,BR26,False,1.0,232716.84,24175.32,False,1.4828,Medium
LOAN006106,CUST08256,Business,Unsecured,244223.59,6.79,12,21108.24,2020-06-26,2021-06-21,Monthly,Closed,177,72564.22,474654.03,0.0,15661.46,LO151,BR46,True,1.0,253298.88,9075.29,False,0.5145,Low
LOAN006107,CUST08967,Medical,Unsecured,255399.67,16.46,120,4351.78,2021-06-11,2031-04-20,Monthly,Closed,201,122204.23,390305.2,8.0,8107.46,LO115,BR26,False,10.0,522213.6,266813.93,False,0.6544,Medium
LOAN006108,CUST02634,Wedding,Secured,916731.86,17.42,60,22990.69,2020-11-09,2025-10-14,Monthly,Active,107,718748.15,338348.39,7.0,25454.5,LO182,BR49,False,5.0,1379441.4,462709.54,False,2.7094,Medium
LOAN006109,CUST04294,Education,Unsecured,1385075.8175,15.76,12,44057.942500000005,2021-05-11,2022-05-06,Bi-Annual,Closed,206,813103.9975,1577418.3025,19.0,11173.88,LO197,BR38,False,1.0,528695.31,-856380.51,False,0.8781,Medium
LOAN006110,CUST00644,Medical,Unsecured,322621.58,13.13,36,10890.61,2024-04-16,2027-04-01,Quarterly,Active,98,166605.03,523610.32,6.0,39663.36,LO194,BR49,False,3.0,392061.96,69440.38,False,0.6161,Medium
LOAN006111,CUST04648,Home,Unsecured,750907.6,21.81,48,23580.77,2020-05-11,2024-04-20,Quarterly,Active,11,42716.96,562607.46,15.0,20372.37,LO142,BR15,True,4.0,1131876.96,380969.36,False,1.3347,Medium
LOAN006112,CUST01802,Personal,Unsecured,314076.37,10.73,84,5333.27,2018-01-27,2024-12-21,Monthly,Active,137,248321.65,526183.29,5.0,45671.99,LO105,BR35,False,7.0,447994.68,133918.31,False,0.5969,Low
LOAN006113,CUST06889,Home,Unsecured,67469.94,13.73,84,1254.35,2020-10-25,2027-09-19,Monthly,Active,44,57177.07,3836.2,2.0,40735.22,LO167,BR17,False,7.0,105365.4,37895.46,False,17.5877,Low
LOAN006114,CUST00381,Education,Unsecured,58345.78,16.94,84,1190.32,2019-04-02,2026-02-24,Quarterly,Active,143,40878.3,111378.14,6.0,35081.3,LO146,BR40,False,7.0,99986.88,41641.1,False,0.5239,Medium
LOAN006115,CUST01990,Home,Secured,187845.67,6.5,180,1636.34,2018-03-16,2032-12-27,Bi-Annual,Active,158,176438.34,180710.57,8.0,5779.59,LO141,BR15,False,15.0,294541.2,106695.53,False,1.0395,Medium
LOAN006116,CUST06325,Medical,Unsecured,115263.33,12.1,24,5431.23,2022-02-26,2024-02-16,Monthly,Closed,212,63693.89,76444.06,5.0,42531.8,LO114,BR10,True,2.0,130349.52,15086.19,False,1.5078,Low
LOAN006117,CUST08599,Vehicle,Unsecured,123423.39,12.59,48,3286.08,2021-06-16,2025-05-26,Monthly,Closed,142,73262.87,169828.0,11.0,41140.23,LO111,BR21,True,4.0,157731.84,34308.45,False,0.7268,Medium
LOAN006118,CUST05944,Home,Secured,71264.19,6.66,36,2189.37,2021-10-13,2024-09-27,Monthly,Active,156,66739.09,128389.44,15.0,18826.65,LO106,BR38,False,3.0,78817.32,7553.13,False,0.5551,Medium
LOAN006119,CUST07357,Medical,Secured,1144658.96,6.91,12,44057.942500000005,2023-12-11,2024-12-05,Monthly,Closed,61,813103.9975,1577418.3025,1.0,38229.92,LO181,BR37,True,1.0,528695.31,-615963.65,False,0.7257,Low
LOAN006120,CUST05253,Vehicle,Unsecured,1078350.52,21.82,84,25141.65,2022-05-16,2029-04-09,Monthly,Defaulted,168,813103.9975,583813.03,3.0,47815.65,LO196,BR25,False,7.0,2111898.6,1033548.08,True,1.8471,High
LOAN006121,CUST08645,Home,Secured,379401.11,8.19,24,17192.18,2018-02-14,2020-02-04,Monthly,Active,138,13011.22,154478.43,13.0,29440.16,LO199,BR10,True,2.0,412612.32,33211.21,False,2.456,Medium
LOAN006122,CUST06790,Education,Unsecured,135276.21,10.16,84,2256.94,2018-10-15,2025-09-08,Bi-Annual,Closed,120,72235.48,30949.83,8.0,41144.14,LO168,BR47,True,7.0,189582.96,54306.75,False,4.3708,Medium
LOAN006123,CUST08084,Home,Unsecured,446178.08,8.65,36,14115.78,2020-07-12,2023-06-27,Monthly,Closed,135,444211.01,466321.58,3.0,34383.72,LO102,BR13,True,3.0,508168.08,61990.0,False,0.9568,Low
LOAN006124,CUST04338,Home,Secured,337000.46,14.46,240,4303.72,2023-02-01,2042-10-19,Quarterly,Defaulted,2,253710.24,94307.35,15.0,18128.41,LO124,BR17,False,20.0,1032892.8,695892.34,True,3.5734,High
LOAN006125,CUST00716,Vehicle,Unsecured,461810.57,17.91,60,11704.35,2023-07-02,2028-06-05,Monthly,Closed,17,258884.95,886050.78,11.0,11970.88,LO101,BR50,False,5.0,702261.0,240450.43,False,0.5212,Medium
LOAN006126,CUST07566,Home,Unsecured,195316.84,7.69,60,3931.41,2019-11-24,2024-10-28,Monthly,Active,90,133483.84,149398.8,10.0,38912.08,LO151,BR32,True,5.0,235884.6,40567.76,False,1.3074,Medium
LOAN006127,CUST02720,Home,Unsecured,81509.2,15.58,240,1108.4,2024-03-07,2043-11-23,Monthly,Under Review,185,47018.5,101622.66,11.0,14705.58,LO187,BR41,False,20.0,266016.0,184506.8,False,0.8021,Medium
LOAN006128,CUST01572,Business,Unsecured,210196.8,11.97,180,2518.66,2022-05-15,2037-02-25,Monthly,Defaulted,6,125886.8,306151.66,0.0,44149.59,LO114,BR24,True,15.0,453358.8,243162.0,True,0.6866,High
LOAN006129,CUST05654,Travel,Unsecured,227983.03,14.1,84,4285.01,2023-08-07,2030-07-01,Monthly,Active,0,206858.14,293911.74,6.0,11758.46,LO144,BR10,False,7.0,359940.84,131957.81,False,0.7757,Medium
LOAN006130,CUST05598,Education,Secured,283807.27,10.62,84,4802.95,2021-07-22,2028-06-15,Monthly,Under Review,132,213247.09,252091.1,15.0,5474.55,LO137,BR28,True,7.0,403447.8,119640.53,False,1.1258,Medium
LOAN006131,CUST00449,Travel,Unsecured,115653.2,19.89,84,2560.56,2022-11-13,2029-10-07,Quarterly,Active,166,38909.6,96344.75,17.0,21335.59,LO161,BR32,False,7.0,215087.04,99433.84,False,1.2004,Medium
LOAN006132,CUST08691,Education,Secured,211290.25,13.51,240,2552.59,2022-07-14,2042-03-31,Monthly,Closed,190,15535.76,356052.24,14.0,23823.09,LO111,BR19,False,20.0,612621.6,401331.35,False,0.5934,Medium
LOAN006133,CUST08675,Personal,Unsecured,429589.0,8.99,24,19623.69,2024-01-10,2025-12-30,Monthly,Closed,17,368310.53,154379.52,10.0,4299.89,LO107,BR22,False,2.0,470968.56,41379.56,False,2.7827,Medium
LOAN006134,CUST03324,Vehicle,Secured,260331.18,18.77,24,13093.86,2018-04-07,2020-03-27,Monthly,Active,123,2321.56,330555.54,11.0,25263.94,LO140,BR15,False,2.0,314252.64,53921.46,False,0.7876,Medium
LOAN006135,CUST09752,Business,Secured,487011.33,18.15,24,24348.91,2023-07-06,2025-06-25,Monthly,Active,15,130273.84,971742.92,5.0,14811.24,LO159,BR47,True,2.0,584373.84,97362.51,False,0.5012,Low
LOAN006136,CUST09027,Wedding,Secured,79313.97,14.02,36,2711.53,2020-03-08,2023-02-21,Monthly,Active,151,53612.67,30666.3,19.0,37899.18,LO168,BR16,False,3.0,97615.08,18301.11,False,2.5864,Medium
LOAN006137,CUST00920,Business,Secured,603721.03,17.69,60,15228.92,2021-06-22,2026-05-27,Quarterly,Active,75,266395.36,287515.16,1.0,32751.81,LO159,BR22,True,5.0,913735.2,310014.17,False,2.0998,Low
LOAN006138,CUST07062,Personal,Unsecured,122931.34,15.83,12,11143.78,2021-10-18,2022-10-13,Bi-Annual,Defaulted,218,42659.92,240007.97,18.0,27329.13,LO107,BR26,True,1.0,133725.36,10794.02,True,0.5122,High
LOAN006139,CUST07273,Home,Unsecured,371980.13,9.05,120,4722.16,2023-02-25,2033-01-03,Monthly,Active,143,130033.48,194927.04,19.0,37647.39,LO131,BR23,True,10.0,566659.2,194679.07,False,1.9083,Medium
LOAN006140,CUST06439,Vehicle,Unsecured,294548.72,21.99,120,6086.22,2019-05-25,2029-04-02,Quarterly,Active,107,258338.16,40744.28,19.0,49412.75,LO180,BR41,True,10.0,730346.4,435797.68,False,7.2292,Medium
LOAN006141,CUST07653,Medical,Unsecured,101431.07,18.47,84,2159.9,2018-04-06,2025-02-28,Bi-Annual,Active,221,82228.45,92226.25,6.0,5314.45,LO159,BR30,False,7.0,181431.6,80000.53,False,1.0998,Medium
LOAN006142,CUST03923,Medical,Secured,110375.69,16.83,48,3175.2,2023-03-17,2027-02-24,Quarterly,Closed,185,30328.4,1035.1,13.0,30140.63,LO113,BR40,False,4.0,152409.6,42033.91,False,106.6329,Medium
LOAN006143,CUST06839,Business,Secured,173199.35,19.38,60,4529.18,2019-03-05,2024-02-07,Monthly,Closed,80,169919.2,289749.69,5.0,40523.14,LO126,BR28,False,5.0,271750.8,98551.45,False,0.5978,Low
LOAN006144,CUST02579,Business,Unsecured,383681.67,20.89,24,19695.01,2023-02-20,2025-02-09,Monthly,Active,237,245025.89,355883.94,6.0,19722.45,LO196,BR36,True,2.0,472680.24,88998.57,False,1.0781,Medium
LOAN006145,CUST03643,Home,Secured,549821.76,15.46,48,15430.46,2023-10-02,2027-09-11,Quarterly,Active,193,367222.83,405543.05,8.0,12794.15,LO114,BR41,True,4.0,740662.08,190840.32,False,1.3558,Medium
LOAN006146,CUST08514,Home,Secured,489609.98,15.62,60,11807.73,2018-04-01,2023-03-06,Monthly,Defaulted,230,339816.94,526244.94,12.0,9932.39,LO111,BR34,True,5.0,708463.8,218853.82,True,0.9304,High
LOAN006147,CUST07318,Personal,Unsecured,378006.17,6.86,60,7460.03,2022-07-31,2027-07-05,Monthly,Active,67,369466.28,123484.92,6.0,23395.41,LO197,BR34,False,5.0,447601.8,69595.63,False,3.0612,Medium
LOAN006148,CUST09723,Home,Secured,512434.42,12.93,120,7630.05,2021-12-11,2031-10-20,Monthly,Active,106,405512.78,235807.88,15.0,35705.59,LO174,BR30,False,10.0,915606.0,403171.58,False,2.1731,Medium
LOAN006149,CUST07528,Home,Unsecured,182416.82,14.39,12,16412.17,2021-08-18,2022-08-13,Monthly,Closed,219,177861.55,114852.83,6.0,14464.4,LO139,BR29,True,1.0,196946.04,14529.22,False,1.5883,Medium
LOAN006150,CUST03727,Business,Unsecured,122594.04,10.13,240,1193.64,2018-06-03,2038-02-18,Monthly,Active,228,89989.86,28549.35,10.0,37416.86,LO181,BR19,False,20.0,286473.6,163879.56,False,4.2941,Medium
LOAN006151,CUST01284,Home,Unsecured,302994.11,12.07,24,14272.89,2019-12-06,2021-11-25,Monthly,Active,1,266062.09,261189.47,5.0,35452.61,LO117,BR13,False,2.0,342549.36,39555.25,False,1.1601,Low
